R_ID,Resource,Name,Existing_Cap_MW,num_units,Cap_size,Var_OM_cost_per_MWh,Var_OM_cost_per_MWh_in,Fuel,Heat_rate_MMBTU_per_MWh
530,HY,Pyrites Assoc.,8.20,1.00,8.20,0.00,0.00,WAT,0.00
531,HY,Adams Hydro,0.20,1.00,0.20,0.00,0.00,WAT,0.00
532,HY,Algon.-Herkimer,1.60,1.00,1.60,0.00,0.00,WAT,0.00
533,HY,Algon.-Otter Creek,0.50,1.00,0.50,0.00,0.00,WAT,0.00
534,IC,Allied Frozen Storage,0.10,1.00,0.10,3.00,0.00,NG,6.45
535,HY,Azure Mountain,0.60,1.00,0.60,0.00,0.00,WAT,0.00
536,HY,Beaver Falls #1,1.50,1.00,1.50,0.00,0.00,WAT,0.00
537,HY,Beaver Falls #2,1.00,1.00,1.00,0.00,0.00,WAT,0.00
538,HY,Bellows Towers,0.20,1.00,0.20,0.00,0.00,WAT,0.00
539,HY,Black River Hyd#1 - Rock Isl.,1.90,1.00,1.90,0.00,0.00,WAT,0.00
540,HY,Black River Hyd#2 - Denley,1.60,1.00,1.60,0.00,0.00,WAT,0.00
541,HY,Black River Hyd#3 - Pt. Leyden,2.20,1.00,2.20,0.00,0.00,WAT,0.00
542,HY,Boralex - Middle Falls,2.20,1.00,2.20,0.00,0.00,WAT,0.00
543,IC,"Burrstone Engy Center, LLC LU",1.10,1.00,1.10,3.00,0.00,NG,6.45
544,IC,"Burrstone Engy Center, LLC U",2.20,1.00,2.20,3.00,0.00,NG,6.45
545,HY,Burt Dam Hydro,0.60,1.00,0.60,0.00,0.00,WAT,0.00
546,HY,C.H.I. (Dexter) Hydro,4.20,1.00,4.20,0.00,0.00,WAT,0.00
547,HY,C.H.I. (Diamond Is),1.20,1.00,1.20,0.00,0.00,WAT,0.00
548,HY,C.H.I. (Fowler),0.60,1.00,0.60,0.00,0.00,WAT,0.00
549,HY,C.H.I. (Hailsboro #3),0.80,1.00,0.80,0.00,0.00,WAT,0.00
550,HY,C.H.I. (Hailsboro #4),1.40,1.00,1.40,0.00,0.00,WAT,0.00
551,HY,C.H.I. (Hailsboro #6),0.80,1.00,0.80,0.00,0.00,WAT,0.00
552,HY,C.H.I. (Theresa),1.30,1.00,1.30,0.00,0.00,WAT,0.00
553,IC,Cal Ban Power,0.10,1.00,0.10,3.00,0.00,NG,6.45
554,HY,Cellu-Tissue Corp - Natural Dam,1.00,1.00,1.00,0.00,0.00,WAT,0.00
555,HY,Champlain Spinner,0.40,1.00,0.40,0.00,0.00,WAT,0.00
556,HY,Chittenden Falls,0.60,1.00,0.60,0.00,0.00,WAT,0.00
557,HY,Christine Falls Hydro,0.90,1.00,0.90,0.00,0.00,WAT,0.00
558,HY,City of Oswego (High Dam),11.90,1.00,11.90,0.00,0.00,WAT,0.00
559,HY,City of Utica - Sand Road,0.20,1.00,0.20,0.00,0.00,WAT,0.00
560,HY,City of Utica -Trenton Falls,0.20,1.00,0.20,0.00,0.00,WAT,0.00
561,HY,City of Watertown,8.10,1.00,8.10,0.00,0.00,WAT,0.00
562,HY,City of Watervliet Hydro,1.50,1.00,1.50,0.00,0.00,WAT,0.00
563,HY,Cons. HY-Victory,1.70,1.00,1.70,0.00,0.00,WAT,0.00
564,HY,Copenhagen Assoc.,3.30,1.00,3.30,0.00,0.00,WAT,0.00
565,HY,Cottrell Paper,0.30,1.00,0.30,0.00,0.00,WAT,0.00
566,HY,Cranberry Lake,0.50,1.00,0.50,0.00,0.00,WAT,0.00
567,HY,Edison Hydro Electric,0.30,1.00,0.30,0.00,0.00,WAT,0.00
568,HY,Empire Hydro Partners,1.00,1.00,1.00,0.00,0.00,WAT,0.00
569,HY,Finch Paper LLC - Glens Falls,11.80,1.00,11.80,0.00,0.00,WAT,0.00
570,HY,Finch Pruyn,29.00,1.00,29.00,0.00,0.00,WAT,0.00
571,HY,Forestport Hydro,3.40,1.00,3.40,0.00,0.00,WAT,0.00
572,HY,Fort Miller Assoc (Hudson River),5.00,1.00,5.00,0.00,0.00,WAT,0.00
573,HY,Fortis Energy - Diana,1.80,1.00,1.80,0.00,0.00,WAT,0.00
574,HY,Franklin Hydro,0.30,1.00,0.30,0.00,0.00,WAT,0.00
575,IC,Gloversville Johnstown WWT,0.70,1.00,0.70,3.00,0.00,MTE,6.45
576,HY,Green Island Power Authority,6.00,1.00,6.00,0.00,0.00,WAT,0.00
577,HY,Hewittville Hydro,3.00,1.00,3.00,0.00,0.00,WAT,0.00
578,HY,Hollings&Vose-Center,0.40,1.00,0.40,0.00,0.00,WAT,0.00
579,HY,Hollings&Vose-Lower,0.40,1.00,0.40,0.00,0.00,WAT,0.00
580,HY,Hollings&Vose-Upper,0.40,1.00,0.40,0.00,0.00,WAT,0.00
581,HY,Hollow Dam Power,1.00,1.00,1.00,0.00,0.00,WAT,0.00
582,HY,Hoosick Falls,0.60,1.00,0.60,0.00,0.00,WAT,0.00
583,IC,Hydrocarbon-Algny,0.20,1.00,0.20,3.00,0.00,NG,6.45
584,HY,Indian Falls HY,0.30,1.00,0.30,0.00,0.00,WAT,0.00
585,HY,Kayuta Lake,0.40,1.00,0.40,0.00,0.00,WAT,0.00
586,HY,Kings Falls,1.60,1.00,1.60,0.00,0.00,WAT,0.00
587,GT,Laidlaw Energy,3.40,1.00,3.40,7.00,0.00,NG,9.82
588,ST,Laidlaw Energy,2.40,1.00,2.40,3.00,0.00,NG,12.60
589,HY,Long Falls Hydro,3.30,1.00,3.30,0.00,0.00,WAT,0.00
590,HY,Lyonsdale Assoc. (Burrows),3.00,1.00,3.00,0.00,0.00,WAT,0.00
591,HY,Mechanicville,3.80,1.00,3.80,0.00,0.00,WAT,0.00
592,HY,Mount Ida Hydro,3.00,1.00,3.00,0.00,0.00,WAT,0.00
593,HY,Newport Hydro Assoc.,1.70,1.00,1.70,0.00,0.00,WAT,0.00
594,HY,Northbrook Carthage,4.40,1.00,4.40,0.00,0.00,WAT,0.00
595,CG,Nottingham High School,0.20,1.00,0.20,3.00,0.00,NG,6.45
596,HY,Oakvale Construction,0.40,1.00,0.40,0.00,0.00,WAT,0.00
597,HY,Ogdensburg Hydro,3.50,1.00,3.50,0.00,0.00,WAT,0.00
598,IC,Onondaga Energy Partners,1.40,1.00,1.40,3.00,0.00,MTE,6.45
599,ST,Oswego County,3.60,1.00,3.60,3.00,0.00,REF,13.50
600,HY,Oswego Hydro Partners LP (Phoenix),3.40,1.00,3.40,0.00,0.00,WAT,0.00
601,HY,Riverrat Glass & Electric,0.60,1.00,0.60,0.00,0.00,WAT,0.00
602,HY,Sandy Hollow Hydro Assoc.,0.60,1.00,0.60,0.00,0.00,WAT,0.00
603,HY,Seneca Limited,0.20,1.00,0.20,0.00,0.00,WAT,0.00
604,IC,St. Elizabeth Medical Center,0.60,1.00,0.60,3.00,0.00,NG,6.45
605,HY,Stevens&Thompson Paper Co.,10.50,1.00,10.50,0.00,0.00,WAT,0.00
606,HY,Stillwater Assoc.,1.80,1.00,1.80,0.00,0.00,WAT,0.00
607,HY,Stillwater Hydro Partners LP,3.40,1.00,3.40,0.00,0.00,WAT,0.00
608,HY,Stuyvesant Falls Hydro,7.00,1.00,7.00,0.00,0.00,WAT,0.00
609,IC,Sustainable Bioelectric LLC,0.60,1.00,0.60,3.00,0.00,MTE,6.45
610,HY,Synergics - Middle Greenwich,0.20,1.00,0.20,0.00,0.00,WAT,0.00
611,HY,Synergics - Union Falls,3.00,1.00,3.00,0.00,0.00,WAT,0.00
612,HY,Synergics - Upper Greenwich,0.40,1.00,0.40,0.00,0.00,WAT,0.00
613,HY,Tannery Island,1.50,1.00,1.50,0.00,0.00,WAT,0.00
614,HY,Town of Wells (Lake Algonquin),0.50,1.00,0.50,0.00,0.00,WAT,0.00
615,IC,Tri-City JATC,0.00,1.00,0.00,3.00,0.00,NG,6.45
616,HY,Unionville Hydro,3.00,1.00,3.00,0.00,0.00,WAT,0.00
617,CG,United States Gypsum,5.80,1.00,5.80,40.00,0.00,NG,6.45
618,HY,Valatie Falls,0.10,1.00,0.10,0.00,0.00,WAT,0.00
619,HY,Valley Falls Assoc.,2.50,1.00,2.50,0.00,0.00,WAT,0.00
620,HY,Village of Gouverneur,0.10,1.00,0.10,0.00,0.00,WAT,0.00
621,HY,Village of Potsdam,0.80,1.00,0.80,0.00,0.00,WAT,0.00
622,HY,Village of Potsdam 2,0.50,1.00,0.50,0.00,0.00,WAT,0.00
623,HY,Village of Saranac Lake,0.20,1.00,0.20,0.00,0.00,WAT,0.00
624,HY,Wave Hydro LLC,0.80,1.00,0.80,0.00,0.00,WAT,0.00
625,WT,Steel Wind,20.00,1.00,20.00,0.00,0.00,WND,0.00
626,NB,Nine Mile Point 1,641.80,1.00,641.80,2.00,0.00,UR,10.46
627,NB,Nine Mile Point 2,1399.00,1.00,1399.00,2.00,0.00,UR,10.46
628,WT,Altona Wind Power,97.50,1.00,97.50,0.00,0.00,WND,0.00
629,WT,Bliss Wind Power,100.50,1.00,100.50,0.00,0.00,WND,0.00
630,WT,Chateaugay Wind Power,106.50,1.00,106.50,0.00,0.00,WND,0.00
631,WT,Clinton Wind Power,100.50,1.00,100.50,0.00,0.00,WND,0.00
632,WT,Ellenburg Wind Power,81.00,1.00,81.00,0.00,0.00,WND,0.00
633,WT,Wethersfield Wind Power,126.00,1.00,126.00,0.00,0.00,WND,0.00
634,HY,Hampshire Paper,3.40,1.00,3.40,0.00,0.00,WAT,0.00
635,HY,Lyons Falls Hydro (BTM:NG),8.00,1.00,8.00,0.00,0.00,WAT,0.00
636,GT,Arthur Kill GT 1,20.00,1.00,20.00,7.00,0.00,NG,9.82
637,ST,Arthur Kill ST 2,376.20,1.00,376.20,3.00,0.00,NG,9.82
638,ST,Arthur Kill ST 3,535.50,1.00,535.50,3.00,0.00,NG,9.82
639,JE,Astoria GT 2-1,46.50,1.00,46.50,3.00,0.00,KER,9.82
640,JE,Astoria GT 2-2,46.50,1.00,46.50,3.00,0.00,KER,9.82
641,JE,Astoria GT 2-3,46.50,1.00,46.50,3.00,0.00,KER,9.82
642,JE,Astoria GT 2-4,46.50,1.00,46.50,3.00,0.00,KER,9.82
643,JE,Astoria GT 3-1,46.50,1.00,46.50,3.00,0.00,KER,9.82
644,JE,Astoria GT 3-2,46.50,1.00,46.50,3.00,0.00,KER,9.82
645,JE,Astoria GT 3-3,46.50,1.00,46.50,3.00,0.00,KER,9.82
646,JE,Astoria GT 3-4,46.50,1.00,46.50,3.00,0.00,KER,9.82
647,JE,Astoria GT 4-1,46.50,1.00,46.50,3.00,0.00,KER,9.82
648,JE,Astoria GT 4-2,46.50,1.00,46.50,3.00,0.00,KER,9.82
649,JE,Astoria GT 4-3,46.50,1.00,46.50,3.00,0.00,KER,9.82
650,JE,Astoria GT 4-4,46.50,1.00,46.50,3.00,0.00,KER,9.82
651,ST,Oswego 5,901.80,1.00,901.80,3.00,0.00,FO6,9.82
652,ST,Oswego 6,901.80,1.00,901.80,3.00,0.00,FO6,9.82
653,IC,Oswego IC 1,0.70,1.00,0.70,3.00,0.00,FO2,6.45
654,IC,Oswego IC 2,0.80,1.00,0.80,3.00,0.00,FO2,6.45
655,IC,Oswego IC 3,0.80,1.00,0.80,3.00,0.00,FO2,6.45
656,HY,Buttermilk Falls,0.10,1.00,0.10,0.00,0.00,WAT,0.00
657,IC,Intl. Crossroads,3.00,1.00,3.00,3.00,0.00,NG,6.45
658,IC,Landfill G.Part19,2.50,1.00,2.50,3.00,0.00,MTE,6.45
659,IC,Middletown LFG,3.00,1.00,3.00,3.00,0.00,MTE,6.45
660,CC,Bethlehem Energy Center,893.10,1.00,893.10,3.00,0.00,NG,6.45
661,NP,R. E. Ginna,614.00,1.00,614.00,2.00,0.00,UR,10.46
662,ST,Fort Drum,55.50,1.00,55.50,3.00,0.00,WD,12.60
663,HY,Mills Mills,0.20,1.00,0.20,0.00,0.00,WAT,0.00
664,HY,Mt Morris,0.30,1.00,0.30,0.00,0.00,WAT,0.00
665,HY,Station 2 1,8.50,1.00,8.50,0.00,0.00,WAT,0.00
666,HY,Station 26 1,3.00,1.00,3.00,0.00,0.00,WAT,0.00
667,HY,Station 5 1,14.00,1.00,14.00,0.00,0.00,WAT,0.00
668,HY,Station 5 2,13.60,1.00,13.60,0.00,0.00,WAT,0.00
669,HY,Station 5 3,18.00,1.00,18.00,0.00,0.00,WAT,0.00
670,IC,Charles P Keller 07,2.00,1.00,2.00,3.00,0.00,FO2,6.45
671,IC,Charles P Keller 09,3.50,1.00,3.50,3.00,0.00,FO2,6.45
672,IC,Charles P Keller 10,3.50,1.00,3.50,3.00,0.00,FO2,6.45
673,IC,Charles P Keller 11,5.20,1.00,5.20,3.00,0.00,FO2,6.45
674,IC,Charles P Keller 12,5.50,1.00,5.50,3.00,0.00,FO2,6.45
675,IC,Charles P Keller 13,5.50,1.00,5.50,3.00,0.00,FO2,6.45
676,IC,Charles P Keller 14,6.20,1.00,6.20,3.00,0.00,FO2,6.45
677,IC,Ontario LFGE,11.20,1.00,11.20,3.00,0.00,MTE,6.45
678,IC,Seneca Energy 1,8.80,1.00,8.80,3.00,0.00,MTE,6.45
679,IC,Seneca Energy 2,8.80,1.00,8.80,3.00,0.00,MTE,6.45
680,HY,Seneca Falls 1,1.80,1.00,1.80,0.00,0.00,WAT,0.00
681,HY,Seneca Falls 2,1.80,1.00,1.80,0.00,0.00,WAT,0.00
682,HY,Seneca Falls 4,2.00,1.00,2.00,0.00,0.00,WAT,0.00
683,CC,Allegany,67.00,1.00,67.00,3.00,0.00,NG,6.45
684,CC,Batavia,67.30,1.00,67.30,3.00,0.00,NG,6.45
685,CC,Carthage Energy,62.90,1.00,62.90,3.00,0.00,NG,6.45
686,JE,Hillburn GT,46.50,1.00,46.50,3.00,0.00,NG,6.45
687,JE,Shoemaker GT,41.90,1.00,41.90,3.00,0.00,NG,6.45
688,CC,Sterling,65.30,1.00,65.30,3.00,0.00,NG,6.45
689,WT,High Sheldon Wind Farm,118.10,1.00,118.10,0.00,0.00,WND,0.00
690,PV,Shoreham Solar,25.00,1.00,25.00,0.00,0.00,SUN,0.00
691,ST,Somerset,655.10,1.00,655.10,3.00,0.00,BIT,8.80
692,ES,Beacon LESR,20.00,1.00,20.00,0.00,0.00,FW,0.00
693,WT,Orangeville Wind Farm,93.90,1.00,93.90,0.00,0.00,WND,0.00
694,GT,Freeport CT 1,60.00,1.00,60.00,7.00,0.00,NG,9.82
695,CC,Saranac Energy,285.60,1.00,285.60,3.00,0.00,NG,6.45
696,HY,Chateaugay High Falls,1.70,1.00,1.70,0.00,0.00,WAT,0.00
697,WT,Western NY Wind Power,6.60,1.00,6.60,0.00,0.00,WND,0.00
698,ST,Wheelabrator Hudson Falls,14.40,1.00,14.40,3.00,0.00,REF,13.50
699,ST,Wheelabrator Westchester,59.70,1.00,59.70,3.00,0.00,REF,13.50
700,OWT,Empire Wind,0.00,1.00,0.00,0.00,0.00,WND,0.00
